institution,country,subject,subject_rank,world_rank,overall_score,academic_score,employer_score,faculty_score,citations_score
University of South Carolina,United States,Hospitality,38,747.0,,15.4,18.5,11.5,27.4
Washington State University,United States,Hospitality,40,448.0,26.3,25.5,24.4,15.3,36.2
Zhejiang University,China (Mainland),Hospitality,41,43.0,79.3,72.2,95.3,78.7,88.4
Kyung Hee University,Republic of Korea,Hospitality,42,271.0,37.2,24.9,39.0,85.7,13.3
Sun Yat-sen University,China (Mainland),Hospitality,43,269.0,37.3,34.4,32.5,52.6,46.0
Université Paris 1 Panthéon-Sorbonne,France,Hospitality,44,,,,,,
National Kaohsiung University of Hospitality and Tourism,Taiwan,Hospitality,45,,,,,,
Youngsan University,Republic of Korea,Hospitality,46,1400.0,,4.1,9.4,18.0,1.2
Fudan University,China (Mainland),Hospitality,47,34.0,81.5,83.6,93.5,89.3,70.4
Shanghai Jiao Tong University,China (Mainland),Hospitality,48,46.0,77.4,82.7,90.2,57.7,97.1
The Chinese University of Hong Kong (CUHK),"Hong Kong SAR, China",Hospitality,49,38.0,80.6,87.3,49.6,60.9,92.9
Purdue University,United States,Hospitality,50,129.0,54.2,62.7,73.1,11.7,70.9
University of Strathclyde,United Kingdom,Hospitality,50,326.0,33.1,25.9,41.8,18.8,33.4
Harvard University,United States,Law,1,5.0,97.6,100.0,100.0,99.4,100.0
University of Oxford,United Kingdom,Law,2,4.0,98.4,100.0,100.0,100.0,90.0
University of Cambridge,United Kingdom,Law,3,2.0,98.8,100.0,100.0,100.0,92.3
Yale University,United States,Law,4,18.0,89.0,99.9,100.0,100.0,51.5
Stanford University,United States,Law,5,3.0,98.5,100.0,100.0,100.0,99.9
The London School of Economics and Political Science (LSE),United Kingdom,Law,6,56.0,72.3,69.0,98.3,37.8,84.6
"University of California, Berkeley (UCB)",United States,Law,7,27.0,82.7,100.0,100.0,23.9,99.9
Columbia University,United States,Law,8,22.0,86.7,99.7,98.1,100.0,47.2
New York University (NYU),United States,Law,9,39.0,80.3,95.9,99.0,98.1,28.9
National University of Singapore (NUS),Singapore,Law,10,11.0,92.7,99.5,94.1,79.8,91.8
University of Chicago,United States,Law,11,10.0,93.2,99.2,92.2,92.9,86.8
The University of New South Wales (UNSW Sydney),Australia,Law,12,45.0,78.0,89.0,91.1,16.8,97.6
The University of Melbourne,Australia,Law,13,33.0,81.6,98.6,94.9,17.9,95.0
UCL,United Kingdom,Law,14,8.0,95.0,99.4,98.6,97.6,77.0
The University of Hong Kong,"Hong Kong SAR, China",Law,15,21.0,87.0,97.4,62.9,84.2,72.6
The University of Tokyo,Japan,Law,16,23.0,85.3,100.0,99.7,91.9,73.3
University of Toronto,Canada,Law,16,35.0,81.5,99.6,98.3,65.6,43.5
The University of Sydney,Australia,Law,18,41.0,79.6,96.2,91.7,15.6,92.1
King's College London,United Kingdom,Law,19,37.0,81.2,88.8,83.2,74.5,60.5
Université Paris 1 Panthéon-Sorbonne,France,Law,20,,,,,,
The University of Edinburgh,United Kingdom,Law,21,15.0,89.5,98.0,97.2,81.1,70.1
Peking University,China (Mainland),Law,22,12.0,91.3,99.3,96.5,87.3,96.7
Tsinghua University,China (Mainland),Law,22,14.0,90.1,98.9,97.7,92.8,98.1
"University of California, Los Angeles (UCLA)",United States,Law,24,44.0,78.7,100.0,99.9,37.7,85.9
Leiden University,Netherlands,Law,25,132.0,54.1,68.1,23.4,22.2,65.8
Georgetown University,United States,Law,26,281.0,36.3,31.2,44.6,55.4,27.3
The Australian National University,Australia,Law,26,30.0,82.1,93.6,70.1,38.0,99.3
Universidad de Buenos Aires (UBA),Argentina,Law,28,67.0,68.9,92.3,94.0,76.0,1.8
University of Pennsylvania,United States,Law,29,13.0,90.6,96.5,92.5,99.9,70.9
Universidad Nacional Autónoma de México (UNAM),Mexico,Law,30,105.0,58.0,96.0,95.1,43.2,2.9
Cornell University,United States,Law,31,20.0,87.2,98.3,91.4,62.2,99.3
University of Amsterdam,Netherlands,Law,31,58.0,71.1,82.7,42.3,26.7,97.3
Pontificia Universidad Católica de Chile (UC),Chile,Law,33,121.0,54.9,91.8,98.1,22.3,12.5
Duke University,United States,Law,34,50.0,74.8,86.1,79.8,100.0,41.2
Renmin (People's) University of China,China (Mainland),Law,34,629.0,,21.7,52.1,18.8,7.6
Seoul National University,Republic of Korea,Law,36,29.0,82.2,98.6,97.8,87.0,70.3
University of Michigan-Ann Arbor,United States,Law,36,25.0,84.4,98.5,91.3,88.9,62.5
University of British Columbia,Canada,Law,38,47.0,77.0,98.0,95.4,56.5,42.1
Monash University,Australia,Law,39,57.0,71.6,87.6,80.8,11.2,79.3
Queen Mary University of London,United Kingdom,Law,39,126.0,54.5,48.9,36.2,42.8,62.6
Alma Mater Studiorum - University of Bologna,Italy,Law,41,167.0,47.5,78.5,43.1,3.5,49.7
Humboldt-Universität zu Berlin,Germany,Law,41,131.0,54.1,90.1,55.6,8.7,29.5
McGill University,Canada,Law,41,31.0,81.9,93.3,93.6,68.9,59.6
Universidad de los Andes,Colombia,Law,44,220.0,41.6,62.9,95.0,19.5,6.1
KU Leuven,Belgium,Law,45,76.0,66.0,83.8,53.0,7.7,92.7
Universidad de Chile,Chile,Law,46,168.0,47.5,80.0,92.0,12.5,13.9
Shanghai Jiao Tong University,China (Mainland),Law,47,46.0,77.4,82.7,90.2,57.7,97.1
The Chinese University of Hong Kong (CUHK),"Hong Kong SAR, China",Law,48,38.0,80.6,87.3,49.6,60.9,92.9
Zhejiang University,China (Mainland),Law,49,43.0,79.3,72.2,95.3,78.7,88.4
Wuhan University,China (Mainland),Law,50,194.0,44.3,38.8,56.6,13.8,88.1
The University of Sheffield,United Kingdom,Library,1,96.0,59.5,58.7,53.5,59.4,46.9
University of Washington,United States,Library,2,80.0,64.7,84.8,48.6,10.8,100.0
"Nanyang Technological University, Singapore (NTU)",Singapore,Library,3,19.0,88.4,90.4,76.1,83.2,94.1
"University of North Carolina, Chapel Hill",United States,Library,4,103.0,58.2,65.5,44.7,80.4,46.6
University of Texas at Austin,United States,Library,5,72.0,67.4,93.7,85.2,9.8,90.9
University of Illinois at Urbana-Champaign,United States,Library,6,85.0,63.6,85.6,60.9,9.5,88.7
Indiana University Bloomington,United States,Library,7,339.0,31.7,36.6,26.3,28.4,29.4
University of British Columbia,Canada,Library,8,47.0,77.0,98.0,95.4,56.5,42.1
"University of Maryland, College Park",United States,Library,9,165.0,47.9,51.2,35.6,37.1,71.1
"University of California, Berkeley (UCB)",United States,Library,10,27.0,82.7,100.0,100.0,23.9,99.9
Wuhan University,China (Mainland),Library,11,194.0,44.3,38.8,56.6,13.8,88.1
UCL,United Kingdom,Library,12,8.0,95.0,99.4,98.6,97.6,77.0
Peking University,China (Mainland),Library,13,12.0,91.3,99.3,96.5,87.3,96.7
Syracuse University,United States,Library,14,782.0,,13.6,15.9,14.6,17.0
University of Toronto,Canada,Library,15,35.0,81.5,99.6,98.3,65.6,43.5
University of Michigan-Ann Arbor,United States,Library,16,25.0,84.4,98.5,91.3,88.9,62.5
Rutgers University–New Brunswick,United States,Library,17,268.0,37.3,37.6,35.6,51.3,26.3
Loughborough University,United Kingdom,Library,18,256.0,38.1,29.9,65.9,22.2,37.7
The University of Hong Kong,"Hong Kong SAR, China",Library,19,21.0,87.0,97.4,62.9,84.2,72.6
The University of Manchester,United Kingdom,Library,20,28.0,82.3,95.1,97.7,63.1,59.0
The University of Sydney,Australia,Library,21,41.0,79.6,96.2,91.7,15.6,92.1
McGill University,Canada,Library,22,31.0,81.9,93.3,93.6,68.9,59.6
Fudan University,China (Mainland),Library,23,34.0,81.5,83.6,93.5,89.3,70.4
The University of Arizona,United States,Library,24,263.0,37.8,39.6,22.4,67.6,21.5
Nanjing University,China (Mainland),Library,25,133.0,53.9,57.7,17.7,32.3,96.1
University of Strathclyde,United Kingdom,Library,26,326.0,33.1,25.9,41.8,18.8,33.4
Tampere University,Finland,Library,27,415.0,27.6,23.7,27.7,27.7,37.8
University of Amsterdam,Netherlands,Library,28,58.0,71.1,82.7,42.3,26.7,97.3
Universiti Malaya (UM),Malaysia,Library,29,70.0,67.9,79.6,94.9,67.8,39.4
Yonsei University,Republic of Korea,Library,30,73.0,67.0,75.5,95.5,88.6,28.4
Shanghai Jiao Tong University,China (Mainland),Library,31,46.0,77.4,82.7,90.2,57.7,97.1
Université de Montréal,Canada,Library,32,,,,,,
University of Tsukuba,Japan,Library,32,315.0,34.1,33.9,17.5,63.5,19.2
National Taiwan University (NTU),Taiwan,Library,34,77.0,65.7,92.3,92.6,33.4,49.7
Qatar University,Qatar,Library,35,209.0,42.6,24.4,33.2,61.1,36.9
University of Glasgow,United Kingdom,Library,36,81.0,64.6,75.1,75.1,50.5,34.7
University of Science and Technology of China,China (Mainland),Library,37,94.0,60.7,51.6,12.4,86.6,99.9
Purdue University,United States,Library,38,129.0,54.2,62.7,73.1,11.7,70.9
"City, University of London",United Kingdom,Library,39,356.0,30.7,20.6,18.7,8.6,44.3
University of Pittsburgh,United States,Library,40,183.0,45.6,39.9,16.3,96.3,37.4
Arizona State University,United States,Library,41,219.0,41.8,46.7,40.2,8.2,59.9
University of Technology Sydney,Australia,Library,42,137.0,53.2,41.8,66.1,9.6,90.4
Sungkyunkwan University (SKKU),Republic of Korea,Library,43,,,,,,
University of Southern California,United States,Library,43,134.0,53.7,54.6,59.1,28.4,71.7
Cornell University,United States,Library,45,20.0,87.2,98.3,91.4,62.2,99.3
KU Leuven,Belgium,Library,46,76.0,66.0,83.8,53.0,7.7,92.7
Queensland University of Technology (QUT),Australia,Library,47,222.0,41.5,39.5,40.0,7.7,65.1
The University of New South Wales (UNSW Sydney),Australia,Library,47,45.0,78.0,89.0,91.1,16.8,97.6
Kyoto University,Japan,Library,49,36.0,81.4,98.6,98.9,94.8,54.2
Monash University,Australia,Library,50,57.0,71.6,87.6,80.8,11.2,79.3
Massachusetts Institute of Technology (MIT),United States,Linguistics,1,,,,,,
Peking University,China (Mainland),Linguistics,2,12.0,91.3,99.3,96.5,87.3,96.7
Lancaster University,United Kingdom,Linguistics,3,146.0,51.2,39.6,30.0,31.5,82.2
University of Cambridge,United Kingdom,Linguistics,4,2.0,98.8,100.0,100.0,100.0,92.3
University of Oxford,United Kingdom,Linguistics,4,4.0,98.4,100.0,100.0,100.0,90.0
Harvard University,United States,Linguistics,6,5.0,97.6,100.0,100.0,99.4,100.0
The University of Edinburgh,United Kingdom,Linguistics,7,15.0,89.5,98.0,97.2,81.1,70.1
National University of Singapore (NUS),Singapore,Linguistics,8,11.0,92.7,99.5,94.1,79.8,91.8
The University of Hong Kong,"Hong Kong SAR, China",Linguistics,9,21.0,87.0,97.4,62.9,84.2,72.6
The Chinese University of Hong Kong (CUHK),"Hong Kong SAR, China",Linguistics,10,38.0,80.6,87.3,49.6,60.9,92.9
Stanford University,United States,Linguistics,11,3.0,98.5,100.0,100.0,100.0,99.9
Fudan University,China (Mainland),Linguistics,12,34.0,81.5,83.6,93.5,89.3,70.4
"University of California, Los Angeles (UCLA)",United States,Linguistics,13,44.0,78.7,100.0,99.9,37.7,85.9
"University of California, Berkeley (UCB)",United States,Linguistics,14,27.0,82.7,100.0,100.0,23.9,99.9
University of Massachusetts Amherst,United States,Linguistics,15,253.0,38.3,40.7,16.8,13.7,65.3
University of British Columbia,Canada,Linguistics,16,47.0,77.0,98.0,95.4,56.5,42.1
Seoul National University,Republic of Korea,Linguistics,17,29.0,82.2,98.6,97.8,87.0,70.3
Beijing Foreign Studies University,China (Mainland),Linguistics,18,810.0,,5.0,2.1,29.5,1.4
UCL,United Kingdom,Linguistics,19,8.0,95.0,99.4,98.6,97.6,77.0
University of Pennsylvania,United States,Linguistics,20,13.0,90.6,96.5,92.5,99.9,70.9
Beijing Normal University,China (Mainland),Linguistics,21,,,,,,
The Ohio State University,United States,Linguistics,21,140.0,52.0,61.1,62.2,51.1,34.6
The University of Tokyo,Japan,Linguistics,23,23.0,85.3,100.0,99.7,91.9,73.3
University of Toronto,Canada,Linguistics,23,35.0,81.5,99.6,98.3,65.6,43.5
Korea University,Republic of Korea,Linguistics,25,74.0,66.9,79.3,93.9,86.1,29.5
McGill University,Canada,Linguistics,26,31.0,81.9,93.3,93.6,68.9,59.6
"Nanyang Technological University, Singapore (NTU)",Singapore,Linguistics,27,19.0,88.4,90.4,76.1,83.2,94.1
Zhejiang University,China (Mainland),Linguistics,28,43.0,79.3,72.2,95.3,78.7,88.4
The University of Manchester,United Kingdom,Linguistics,29,28.0,82.3,95.1,97.7,63.1,59.0
The University of Melbourne,Australia,Linguistics,30,33.0,81.6,98.6,94.9,17.9,95.0
Yonsei University,Republic of Korea,Linguistics,30,73.0,67.0,75.5,95.5,88.6,28.4
University of Texas at Austin,United States,Linguistics,32,72.0,67.4,93.7,85.2,9.8,90.9
Tsinghua University,China (Mainland),Linguistics,33,14.0,90.1,98.9,97.7,92.8,98.1
University of Chicago,United States,Linguistics,33,10.0,93.2,99.2,92.2,92.9,86.8
Shanghai Jiao Tong University,China (Mainland),Linguistics,35,46.0,77.4,82.7,90.2,57.7,97.1
Macquarie University,Australia,Linguistics,36,195.0,44.2,30.9,48.9,13.6,74.6
University of Birmingham,United Kingdom,Linguistics,37,91.0,61.1,66.0,74.7,44.1,45.9
City University of Hong Kong,"Hong Kong SAR, China",Linguistics,38,54.0,73.6,57.3,29.4,88.6,98.1
Renmin (People's) University of China,China (Mainland),Linguistics,39,629.0,,21.7,52.1,18.8,7.6
Nanjing University,China (Mainland),Linguistics,40,133.0,53.9,57.7,17.7,32.3,96.1
The University of Sydney,Australia,Linguistics,40,41.0,79.6,96.2,91.7,15.6,92.1
University of Hawaiʻi at Mānoa,United States,Linguistics,40,381.0,29.6,15.6,14.3,45.4,46.1
Michigan State University,United States,Linguistics,43,159.0,48.9,60.5,61.4,12.9,58.9
HUFS - Hankuk (Korea) University of Foreign Studies,Republic of Korea,Linguistics,44,,,,,,
The University of Arizona,United States,Linguistics,44,263.0,37.8,39.6,22.4,67.6,21.5
"University of Maryland, College Park",United States,Linguistics,44,165.0,47.9,51.2,35.6,37.1,71.1
Lomonosov Moscow State University,Russian Federation,Linguistics,47,75.0,66.8,80.5,77.0,99.8,5.3
New York University (NYU),United States,Linguistics,48,39.0,80.3,95.9,99.0,98.1,28.9
University of Washington,United States,Linguistics,49,80.0,64.7,84.8,48.6,10.8,100.0
Leiden University,Netherlands,Linguistics,50,132.0,54.1,68.1,23.4,22.2,65.8
University of Cambridge,United Kingdom,Marketing,1,2.0,98.8,100.0,100.0,100.0,92.3
University of Pennsylvania,United States,Marketing,1,13.0,90.6,96.5,92.5,99.9,70.9
Massachusetts Institute of Technology (MIT),United States,Marketing,3,,,,,,
Stanford University,United States,Marketing,4,3.0,98.5,100.0,100.0,100.0,99.9
Northwestern University,United States,Marketing,5,32.0,81.8,84.4,71.9,98.3,84.2
National University of Singapore (NUS),Singapore,Marketing,6,11.0,92.7,99.5,94.1,79.8,91.8
Università Commerciale Luigi Bocconi (Bocconi University),Italy,Marketing,7,,,,,,
London Business School,United Kingdom,Marketing,8,,,,,,
HEC Paris,France,Marketing,9,,,,,,
INSEAD (France),France,Marketing,10,,,,,,
Columbia University,United States,Marketing,11,22.0,86.7,99.7,98.1,100.0,47.2
Erasmus University Rotterdam,Netherlands,Marketing,12,,,,,,
"Nanyang Technological University, Singapore (NTU)",Singapore,Marketing,13,19.0,88.4,90.4,76.1,83.2,94.1
"University of California, Berkeley (UCB)",United States,Marketing,14,27.0,82.7,100.0,100.0,23.9,99.9
New York University (NYU),United States,Marketing,15,39.0,80.3,95.9,99.0,98.1,28.9
Yale University,United States,Marketing,16,18.0,89.0,99.9,100.0,100.0,51.5
The University of Hong Kong,"Hong Kong SAR, China",Marketing,17,21.0,87.0,97.4,62.9,84.2,72.6
The London School of Economics and Political Science (LSE),United Kingdom,Marketing,18,56.0,72.3,69.0,98.3,37.8,84.6
University of St.Gallen (HSG),Switzerland,Marketing,18,510.0,,8.8,38.6,6.7,29.3
Duke University,United States,Marketing,20,50.0,74.8,86.1,79.8,100.0,41.2
The University of New South Wales (UNSW Sydney),Australia,Marketing,20,45.0,78.0,89.0,91.1,16.8,97.6
The Hong Kong Polytechnic University,"Hong Kong SAR, China",Marketing,22,66.0,69.0,66.1,37.0,78.4,68.9
Copenhagen Business School,Denmark,Marketing,23,,,,,,
Universitat Ramon Llull,Spain,Marketing,23,692.0,,10.4,47.1,7.1,8.7
Tecnológico de Monterrey,Mexico,Marketing,25,170.0,47.1,48.8,92.8,72.9,2.2
Tsinghua University,China (Mainland),Marketing,26,14.0,90.1,98.9,97.7,92.8,98.1
The University of Manchester,United Kingdom,Marketing,27,28.0,82.3,95.1,97.7,63.1,59.0
Korea University,Republic of Korea,Marketing,28,74.0,66.9,79.3,93.9,86.1,29.5
The Hong Kong University of Science and Technology,"Hong Kong SAR, China",Marketing,29,40.0,79.8,82.0,50.1,62.6,98.6
University of British Columbia,Canada,Marketing,30,47.0,77.0,98.0,95.4,56.5,42.1
The University of Melbourne,Australia,Marketing,31,33.0,81.6,98.6,94.9,17.9,95.0
The University of Warwick,United Kingdom,Marketing,31,64.0,69.1,71.8,89.3,43.1,63.1
"University of California, Los Angeles (UCLA)",United States,Marketing,33,44.0,78.7,100.0,99.9,37.7,85.9
Seoul National University,Republic of Korea,Marketing,34,29.0,82.2,98.6,97.8,87.0,70.3
University of Leeds,United Kingdom,Marketing,35,86.0,62.8,70.2,78.4,41.6,47.8
Monash University,Australia,Marketing,36,57.0,71.6,87.6,80.8,11.2,79.3
University of Toronto,Canada,Marketing,36,35.0,81.5,99.6,98.3,65.6,43.5
Fudan University,China (Mainland),Marketing,38,34.0,81.5,83.6,93.5,89.3,70.4
The University of Sydney,Australia,Marketing,39,41.0,79.6,96.2,91.7,15.6,92.1
Shanghai Jiao Tong University,China (Mainland),Marketing,40,46.0,77.4,82.7,90.2,57.7,97.1
The Chinese University of Hong Kong (CUHK),"Hong Kong SAR, China",Marketing,41,38.0,80.6,87.3,49.6,60.9,92.9
"ESSEC Business School, Paris",France,Marketing,42,,,,,,
ESCP Europe,France,Marketing,43,,,,,,
Aalto University,Finland,Marketing,44,116.0,55.9,44.5,45.8,44.4,89.3
Imperial College London,United Kingdom,Marketing,45,7.0,97.0,98.3,99.7,99.5,86.5
The University of Auckland,New Zealand,Marketing,46,87.0,62.7,81.5,48.3,22.4,54.1
IE University,Spain,Marketing,47,347.0,31.1,6.7,47.6,66.6,2.6
Lancaster University,United Kingdom,Marketing,48,146.0,51.2,39.6,30.0,31.5,82.2
Swansea University,United Kingdom,Marketing,49,426.0,27.2,18.5,33.7,25.9,24.4
Pennsylvania State University,United States,Marketing,50,93.0,60.8,76.7,69.8,32.6,67.7
University of Navarra,Spain,Marketing,50,254.0,38.3,29.4,66.4,59.7,15.1
Massachusetts Institute of Technology (MIT),United States,Materials Science,1,,,,,,
"Nanyang Technological University, Singapore (NTU)",Singapore,Materials Science,2,19.0,88.4,90.4,76.1,83.2,94.1
Stanford University,United States,Materials Science,3,3.0,98.5,100.0,100.0,100.0,99.9
University of Cambridge,United Kingdom,Materials Science,4,2.0,98.8,100.0,100.0,100.0,92.3
Harvard University,United States,Materials Science,5,5.0,97.6,100.0,100.0,99.4,100.0
National University of Singapore (NUS),Singapore,Materials Science,6,11.0,92.7,99.5,94.1,79.8,91.8
Tsinghua University,China (Mainland),Materials Science,6,14.0,90.1,98.9,97.7,92.8,98.1
University of Oxford,United Kingdom,Materials Science,8,4.0,98.4,100.0,100.0,100.0,90.0
"University of California, Berkeley (UCB)",United States,Materials Science,9,27.0,82.7,100.0,100.0,23.9,99.9
EPFL,Switzerland,Materials Science,10,16.0,89.2,83.7,71.8,91.1,99.4
ETH Zurich - Swiss Federal Institute of Technology,Switzerland,Materials Science,11,9.0,93.6,98.6,91.3,74.2,99.2
Imperial College London,United Kingdom,Materials Science,11,7.0,97.0,98.3,99.7,99.5,86.5
Georgia Institute of Technology,United States,Materials Science,13,88.0,62.3,67.7,77.0,11.1,95.5
Peking University,China (Mainland),Materials Science,14,12.0,91.3,99.3,96.5,87.3,96.7
Delft University of Technology,Netherlands,Materials Science,15,61.0,70.0,71.6,80.2,34.5,84.4
